"id","imo","sector","destination","top1","score1","top2","score2","top3","score3","top4","score4","top5","score5"
"111775","9250139","DRY","ID_TABONEO","Taboneo Anchorage + IDTAB","67","Cabo Negro + name","60","Trabzon + name","59","Gisborne + name","56","Kitasode + name","56"
"111994","9114828","TANKER","HIGHSEA","Gela + ITGEA","67","Seaham Harbour + GBSEA","67","Withernsea + name","59","Chelsea + name","57","Hiagari + name","57"
"111998","8911580","TANKER","AEPB","RUWAIS + AERWP","67","Puerto Cabello + VEPBL","67","Bahia Las Minas + PAPBM","67","Halat al Mubarraz + AEMBS","67","Port Rashid + AEPRA","67"
"112022","9589889","OSV","SFNY SE","Nynashamn + SENYN","67","Skelleftea + SESFT","67","Lesnoy + name","62","Sandy Cape + name","59","St Rose + name","57"
"112256","9833242","TANKER","JP YKK OFF","Yokkaichi - LNG + JPYKK","67","Fushiki + JPFSK","53","Fukuyama + JPFKY","53","Kokura + JPKOK","53","Toyama + JPTOY","53"
"112290","8721533","DRY BULK","NWBS","Basuo + CNBSP","67","Walvis Bay + NAWVB","67","Baoshan + CNBSD","67","Basseterre + KNBAS","67","Newburgh + name","50"
"112324","9290220","TANKER","AEPC","RUWAIS + AERWP","67","Puerto La Cruz + VEPCZ","67","Punta Cardon + VEPCN","67","Puerto Chicama + PEPCH","67","Punta Camacho + VEPCA","67"
"112347","9825051","TANKER","AEPC","RUWAIS + AERWP","67","Puerto La Cruz + VEPCZ","67","Punta Cardon + VEPCN","67","Puerto Chicama + PEPCH","67","Punta Camacho + VEPCA","67"
"112393","8738768","DRY BULK","JP SBS OFF","Shibushi + JPSBS","67","Jobos + name","53","Osaka + JPOSA","53","Shimonoseki + JPSHS","53","Fushiki + JPFSK","53"
"112514","9182344","OSV","PS","Supe Bay + 	PESU","67","Pisco + name","57","Pusan + name","57","Supsa + name","57","Hososhima + JPHSM","57"
"112662","9456733","DRY BULK","CHHK","Shekou + CNSHK","67","Hong Kong + HKHKG","67","Hangzhou + CNHGH","67","Dhekelia + CYDHK","67","Phuket + THHKT","67"
"112689","9655121","OSV","US^0Q4J>0HNN","Nonoc Island + PHNON&&>","67","Manila - Harbour Centre + PHMNN&&>","67","Hannan + name&&>","60","Hekinan + name&&>","55","Hungnam + name&&>","55"
"112695","9770593","DRY BULK","JP KSM OFF","Kashima + JPKSM","67","Kamiiso (Jap) + name","57","Souma (Jap) + name","53","Hososhima + JPHSM","53","Sakaiminato + JPSMN","53"
"112762","8026907","DRY BULK","POSORJA","Osaka + JPOSA","67","Sorreisa + NOSRA","67","Korsor + name","62","Kosrae + name","62","Sohar Port + name","59"
"112767","9655690","OSV","BEKAPAI","Paita + PEPAI","67","Karlskrona + SEKAA","67","Aparri + name","62","Beihai + name","62","Bejaia + name","62"
"112772","9832999","CONTAINER","HK","Takoradi + 	GHTK","67","Hanko + name","57","Hakodate + JPHKD","57","Hakata + JPHKT","57","Himekawa + JPHMK","57"
"112907","9540754","TANKER",">JP YKK 3-E","Yokkaichi - LNG + JPYKK&&>","67","Kokura + JPKOK&&>","53","Yokohama + JPYOK&&>","53","Kanokawa + JPKKW&&>","53","Kikuma + JPKIK&&>","53"
"112951","9357042","DRY BULK","JP KWS OFF","Kawasaki + JPKWS","67","Kamiiso (Jap) + name","57","Souma (Jap) + name","53","Kokura + JPKOK","53","Komatsushima + JPKOM","53"
"113050","9309851","TANKER","NISHTUN","Puerto Sandino + NIPSN","67","Sunndalsora + NOSUN","67","Sture + NOSTU","67","Shihu + CNSHU","67","Satui + IDSTU","67"
"113170","9165542","TANKER","KAZ STS","Asnaes + DKASS","67","St James + St Ja","67","Sault Ste. Marie + CA SS","67","Karsto + name","62","Dai Hung (STS) + name","60"
"113179","9289544","CONTAINER","OPL SIN","Swinoujscie + PLSWI","67","Hoping + name","62","Koping + name","62","La Salina + name","62","Plomin + name","62"
"113276","9746023","DRY BULK","SG AEBC","Halat al Mubarraz + AEMBS","67","Bec d""Ambes + name","56","Abu Musa + name","53","St James + name","53","Algeciras + name","50"
"113418","9655389","TANKER","AEPB","RUWAIS + AERWP","67","Puerto Cabello + VEPBL","67","Bahia Las Minas + PAPBM","67","Halat al Mubarraz + AEMBS","67","Port Rashid + AEPRA","67"
"113665","9104665","DRY BULK","CN TAO OFF","Qingdao (formerly Tsingtao) + CNTAO","67","Can Tho + name","59","TAICANG + 	CNTA","57","Porto Do Acu + name","55","Cinta + name","53"
"113730","9662708","TANKER","AEPB","RUWAIS + AERWP","67","Puerto Cabello + VEPBL","67","Bahia Las Minas + PAPBM","67","Halat al Mubarraz + AEMBS","67","Port Rashid + AEPRA","67"
"113741","9352705","TANKER","NWBS","Basuo + CNBSP","67","Walvis Bay + NAWVB","67","Baoshan + CNBSD","67","Basseterre + KNBAS","67","Newburgh + name","50"
"113891","9046825","DRY","JP SKD OFF","Fushiki + JPFSK","67","Sakaide + JPSKD","67","Port Said + name","53","Osaka + JPOSA","53","Hakodate + JPHKD","53"
"114290","9401661","CONTAINER","HK HKG OPL","Hong Kong + HKHKG","67","Tolo Harbour + HKTOL","53","Kolding + DKKOL","53","Sihanoukville + KHKOS","53","Okwori Opl 90 + name","52"
"114306","9553086","DRY BULK","JP KZU W-7","Kisarazu + JPKZU","67","Kanazawa (Jap) + name","55","Kuchinotsu + JPKUC","53","Kinuura + JPKNU","53","Kawasaki + JPKWS","53"
"114345","9290969","DRY BULK","JP SAK OFF","Osaka + JPOSA","67","Fushiki + JPFSK","67","Sakai + JPSAK","67","Jorf Lasfar + name","57","Ogishima (Jap) + name","55"
"114485","9498482","DRY BULK","JP KWS - JP ISM","Kawasaki + JPKWS","67","Ishikawa + JPIKW","53","Port Kaiser + JMPKS","53","Kanokawa + JPKKW","53","Kamaishi + JPKIS","53"
"114657","9822877","TANKER","JP TMK OFF","Tomakomai + JPTMK","67","Ofunato + JPOFT","67","Otake + JPOTK","67","Port of Jose + name","55","Souma (Jap) + name","53"
"114687","7647443","OSV","MPA CUX MPA","Moa + CUMOA","67","Mariel + CUMAR","67","Matanzas, Cuba + CUQMA","67","Puerto Padre + CUPPA","67","Cumana + name","62"
"114774","9440356","OSV","SPCJ","Point Comfort + USPCR","67","Port Canaveral + USPCV","67","Port Jefferson + USPTJ","67","Cape Charles + USCCJ","67","Port Royal (Sc) + USPRJ","67"
"114886","9359038","CONTAINER","PAPTYTM","Tanger Med + MAPTM","67","Bahia Las Minas + PAPBM","67","Atsumi + JPATM","67","Almirante + PAPAM","67","Papeete + name","57"
"115129","9226047","DRY BULK","JP TYO OFF","Tokyo + JPTYO","67","Ofunato + JPOFT","67","Port of Jose + name","55","Fukuyama + JPFKY","53","Otaru + JPOTR","53"
"115165","9691436","DRY","USA GHR","Slavyanka + RUSKA","67","Skaramanga + GRSKA","67","Aleksandrovsk Sakhalinsky + RUSAK","67","Sabetta + RUSAB","67","Shakhtersk + RUSHA","67"
"115183","9084906","TANKER","JP OSA OFF","Osaka + JPOSA","67","Jorf Lasfar + name","57","Ogishima (Jap) + name","55","Port of Jose + name","55","Jobos + name","53"
"115189","9400435","DRY BULK","JP YOK OFF","Yokohama + JPYOK","67","Port of Jose + name","55","Fushiki + JPFSK","53","Fukuyama + JPFKY","53","Kokura + JPKOK","53"
"115197","9561617","DRY BULK","JP UKB OFF","Kobe + JPUKB","67","Ponta Ubu + name","53","Souma (Jap) + name","53","Fushiki + JPFSK","53","Fukuyama + JPFKY","53"
"115246","9140401","TANKER","AEPB","RUWAIS + AERWP","67","Puerto Cabello + VEPBL","67","Bahia Las Minas + PAPBM","67","Halat al Mubarraz + AEMBS","67","Port Rashid + AEPRA","67"
"115409","9054339","TANKER","AEPB","RUWAIS + AERWP","67","Puerto Cabello + VEPBL","67","Bahia Las Minas + PAPBM","67","Halat al Mubarraz + AEMBS","67","Port Rashid + AEPRA","67"
"115642","9543835","DRY","JP-TRG-OFF","Otaru + JPOTR","67","Ofunato + JPOFT","67","Tsuruga + JPTRG","67","Port of Jose + name","55","Port Antonio + JMPOT","53"
"115728","9809291","TANKER",">JP  UKB  E-3","Kobe + JPUKB&&>","67","Ube + JPUBJ&&>","53","Puerto Bayovar + PEPUB&&>","53","Jeju + name&&>","43","Koyo Dock (Jap) + name&&>","43"
"115812","9239680","TANKER",">JP MIZ B/E","Mizushima + JPMIZ&&>","67","Palma + ESPMI&&>","53","Minamata + JPMIN&&>","53","Shimizu, (Honshu), Japan + JPSMZ&&>","53","Maizuru + JPMAI&&>","53"
"115849","9254903","TANKER","CJK CHN","Caojing + CNCJG","67","Chenglingji + CNCLJ","67","Chongqing + CNCKG","67","Luanjiakou + CNLJK","67","Kwai Chung + name","59"
"115851","9546069","TANKER","CUARENTENA","Antilla + CUANT","67","Tenau Kupang + name","64","Banten + name","62","Cumana + name","62","Gretna + name","62"
"116179","9102887","OSV","CUX-MPA-CUX","Moa + CUMOA","67","Mariel + CUMAR","67","Matanzas, Cuba + CUQMA","67","Puerto Padre + CUPPA","67","Cumana + name","62"
"116202","9294783","DRY BULK","JP THS OFF","Ofunato + JPOFT","67","Toyohashi + JPTHS","67","Port of Jose + name","55","Smiths Bluff + name","55","test port + name","53"
"116243","9392793","TANKER","AWPB","RUWAIS + AERWP","67","Bahia Las Minas + PAPBM","67","Lewisporte + CALWP","67","Barrow Island + AUBWB","67","Withnell Bay + AUWNB","67"
"116331","9810719","DRY BULK","JP KZU OFF","Kisarazu + JPKZU","67","Kuchinotsu + JPKUC","53","Kokura + JPKOK","53","Komatsushima + JPKOM","53","Kagoshima + JPKOJ","53"
"116337","9610767","TANKER","AUS WMT","Launceston + AULST","67","Burnie + AUBWT","67","Manitowoc + USMTW","67","Braithwaite + USBWT","67","Marquette + USMQT","67"
"116374","9471446","TANKER","AEPB","RUWAIS + AERWP","67","Puerto Cabello + VEPBL","67","Bahia Las Minas + PAPBM","67","Halat al Mubarraz + AEMBS","67","Port Rashid + AEPRA","67"
"116424","9761425","OSV","MURDOCH","Richmond, California, U.S.A. + USRCH","67","Majuro + name","62","Nemuro + name","62","Muroran + name","57","Muttrah + name","57"
"116544","9318527","DRY BULK","FRMRSITLIV","Marseilles + FRMRS","67","Livorno + ITLIV","67","Silivri + name","59","Fremantle + name","53","Toulon + FRTLN","53"
"116661","9244996","DRY","VNM HCM","Ba Ngoi + VN CR","67","Aaheim m + name","53","Chimu Wan + name","50","HUMEN + name","50","Thamshavn + name","50"
"116727","9066942","TANKER","JP KOJ OFF","Kagoshima + JPKOJ","67","Kokura + JPKOK","53","Komatsushima + JPKOM","53","Aomori + JPAOJ","53","Fukui + JPFKJ","53"
"116859","9088160","DRY","JP KND OFF","Kanda + JPKND","67","Hakodate + JPHKD","53","Kokura + JPKOK","53","Komatsushima + JPKOM","53","Onoda + JPOND","53"
"116903","9832597","DRY BULK","RTM-IMM-RTM","Mormugao + INMRM","67","Puerto Lima + name","56","Aaheim m + name","53","Dugi Rat + name","53","Porto Amboim + name","53"
"116905","9047843","DRY BULK","JP YOK OFF","Yokohama + JPYOK","67","Port of Jose + name","55","Fushiki + JPFSK","53","Fukuyama + JPFKY","53","Kokura + JPKOK","53"
"117020","9665164","DRY","KHH,TWN","Naga + PH WN","67","Ha Tinh + name","57","Yorktown + name","53","Cape Town + name","50","Chimu Wan + name","50"
"117264","9503809","DRY","JP TYO OFF","Tokyo + JPTYO","67","Ofunato + JPOFT","67","Port of Jose + name","55","Fukuyama + JPFKY","53","Otaru + JPOTR","53"
"117382","9380336","DRY BULK","JP YOK OFF","Yokohama + JPYOK","67","Port of Jose + name","55","Fushiki + JPFSK","53","Fukuyama + JPFKY","53","Kokura + JPKOK","53"
"117495","9567336","DRY BULK","JP MUR OFF","Muroran + JPMUR","67","Uno + JPUNO","53","Rocky Point, Jamaica + JMROP","53","Moji + JPMOJ","53","Ofunato + JPOFT","53"
"117525","7026613","DRY BULK","THNOS","Sousse + 	TNSU","67","Hanko + name","60","Khoms + name","60","Tenes + name","60","Tohyo + name","60"
"117635","9752084","TANKER","RU MMK - RU SAB","Sabetta + RUSAB","67","Varandey + RU VA","57","Krabi + name","53","Ta-Ku + name","53","Slavyanka + RUSKA","53"
"117697","9430612","TANKER","OTS9","Tromso + NOTOS","67","Anacortes + USOTS","67","Tyssedal + NOTSX","67","Totnes + name","60","Fos + name","57"
"117812","9437854","DRY BULK","JP KSM OFF","Kashima + JPKSM","67","Kamiiso (Jap) + name","57","Souma (Jap) + name","53","Hososhima + JPHSM","53","Sakaiminato + JPSMN","53"
"118110","9067192","TANKER","PKCB<*","Kuchinotsu + JPKUC","67","Calbayog + PHCBY","67","Chiba + JPCHB","67","Cebu + PHCEB","67","Kobe + JPUKB","67"
"118158","9769764","OSV","MORAY EAST","Torrevieja + ESTOR","67","Port Eads + name","63","Stornoway + name","63","Eastland Port + name","61","Costa Maya + name","60"
"118168","9242986","CONTAINER","RU VVO   RU MAG","Vladivostok + RUVVO","67","Varandey + RU VA","57","Mariupol + name","56","Maizuru Port + name","55","Kota Baru + name","53"
"118287","9625504","OSV","SHEARWATER","Ras Al-Khafji + SARAR","67","Dharamtar + name","63","Scrabster + name","63","Harper + name","62","Oshawa + name","62"
"118886","9569566","DRY BULK","JP TMK OFF","Tomakomai + JPTMK","67","Ofunato + JPOFT","67","Otake + JPOTK","67","Port of Jose + name","55","Souma (Jap) + name","53"
"118914","9537202","TANKER","AEPB","RUWAIS + AERWP","67","Puerto Cabello + VEPBL","67","Bahia Las Minas + PAPBM","67","Halat al Mubarraz + AEMBS","67","Port Rashid + AEPRA","67"
"119173","9626209","TANKER","AEBB","Botany Bay + AUBTB","67","Halat al Mubarraz + AEMBS","67","Abu Al Bukhoosh + AEABU","67","Barrow Island + AUBWB","67","Brunsbuttel + DEBRB","67"
"119251","9517408","OSV","ZCSC","Santiago de Cuba + CUSCU","67","Cascais + name","55","Szczecin + name","50","Ducos + name","44","Escee + name","44"
"119300","9373577","TANKER","AEPB","RUWAIS + AERWP","67","Puerto Cabello + VEPBL","67","Bahia Las Minas + PAPBM","67","Halat al Mubarraz + AEMBS","67","Port Rashid + AEPRA","67"
"119302","9806653","DRY BULK","JP YOS OFF","Yokosuka + JPYOS","67","Port of Jose + name","55","Jobos + name","53","Osaka + JPOSA","53","Fushiki + JPFSK","53"
"119424","9150901","TANKER","JP SBK OFF","Fushiki + JPFSK","67","Senboku + JPSBK","67","Osaka + JPOSA","53","Fukuyama + JPFKY","53","Kokura + JPKOK","53"
"119439","8105088","TANKER","PERIOXI","Matarani + PEMRI","67","Pisco + PEPIO","67","Pernis + name","62","Pesaro + name","62","Prinos + name","62"
"119503","7312141","DRY BULK","I.LEVEL","Velsen + NLVEL","67","Cleveland + name","62","Isebel + name","62","Jebel Ali + name","62","Nevelsk + name","57"
"119576","9685190","TANKER","RED SEA","San Sebastian + ESEAS","67","Gedser + name","62","Redcar + name","62","Kribi Deep Sea Port + name","60","Red Dog + name","60"
"119580","9565120","DRY BULK","JP YOK OFF","Yokohama + JPYOK","67","Port of Jose + name","55","Fushiki + JPFSK","53","Fukuyama + JPFKY","53","Kokura + JPKOK","53"
"119592","9739410","OSV","BEKAPAI","Paita + PEPAI","67","Karlskrona + SEKAA","67","Aparri + name","62","Beihai + name","62","Bejaia + name","62"
"119634","9490600","DRY BULK","JP KWS OFF","Kawasaki + JPKWS","67","Kamiiso (Jap) + name","57","Souma (Jap) + name","53","Kokura + JPKOK","53","Komatsushima + JPKOM","53"
"119643","9655614","OSV","C]%::^[<8S2AL&;","Alicante + ESALC","67","Tha Sala + name","53","Alcoy + name","50","Salem + name","50","Alcudia + ESALD","50"
"119711","7811422","OSV","MPA CUX MPA","Moa + CUMOA","67","Mariel + CUMAR","67","Matanzas, Cuba + CUQMA","67","Puerto Padre + CUPPA","67","Cumana + name","62"
"119713","9403580","DRY BULK","JP ONA OFF","Onahama + JPONA","67","Jaffna + name","62","Port of Jose + name","55","Mo-I-Rana + name","53","Souma (Jap) + name","53"
"119794","8768476","OSV","HABB","Botany Bay + AUBTB","67","Barrow Island + AUBWB","67","Balboa + PABLB","67","Bing Bong + AUBBG","67","Hamble + name","60"
"119826","9550606","TANKER","AEPB","RUWAIS + AERWP","67","Puerto Cabello + VEPBL","67","Bahia Las Minas + PAPBM","67","Halat al Mubarraz + AEMBS","67","Port Rashid + AEPRA","67"
"119908","9779161","TANKER","UMQASER","Marrero + USMAR","67","Mariel + CUMAR","67","Berdyansk + UAERD","67","Erie + USERI","67","Matsue + name","62"
"119956","9159921","DRY BULK","RU KHO-VNN-KHO","Vanino + RUVNN","67","Varandey + RU VA","57","Port Reunion + name","55","Porsgrunn + name","53","Thorshavn + name","53"
"120089","9544267","OSV","INIM PP","Paradip + INPPT","67","Machilipatnam + INMAP","67","Iwanai (Jap) + name","59","Nipa + name","55","Point Tupper + name","53"
"120176","9662655","TANKER","AEPC","RUWAIS + AERWP","67","Puerto La Cruz + VEPCZ","67","Punta Cardon + VEPCN","67","Puerto Chicama + PEPCH","67","Punta Camacho + VEPCA","67"
"120560","9379430","TANKER","AEPC","RUWAIS + AERWP","67","Puerto La Cruz + VEPCZ","67","Punta Cardon + VEPCN","67","Puerto Chicama + PEPCH","67","Punta Camacho + VEPCA","67"
"120582","9798600","TANKER",">JP  YOK //NNX OFF","Yokohama + JPYOK&&>","67","Nanao + JPNNO&&>","67","NEW YORK + name&&>","56","New York & New Jersey + name&&>","56","Nanyo + name&&>","53"
"120632","9701683","TANKER","JP TDX OFF","Ofunato + JPOFT","67","Port of Jose + name","55","Onoda + JPOND","53","Otaru + JPOTR","53","Port Antonio + JMPOT","53"
"120650","9742376","TANKER","AEPB","RUWAIS + AERWP","67","Puerto Cabello + VEPBL","67","Bahia Las Minas + PAPBM","67","Halat al Mubarraz + AEMBS","67","Port Rashid + AEPRA","67"
"120696","9836828","TANKER","JP MAR /NNX","Marugame + JPMAR","67","Ajman + name","53","Marin + name","53","Parnu + name","53","Souma (Jap) + name","53"
"120776","9713454","DRY BULK","JP KZU OFF","Kisarazu + JPKZU","67","Kuchinotsu + JPKUC","53","Kokura + JPKOK","53","Komatsushima + JPKOM","53","Kagoshima + JPKOJ","53"
"120883","9330654","DRY","JP YOK OFF","Yokohama + JPYOK","67","Port of Jose + name","55","Fushiki + JPFSK","53","Fukuyama + JPFKY","53","Kokura + JPKOK","53"
"120967","9481178","TANKER","INN MSD","Jawaharlal Nehru Port + INNSA","67","New Mangalore + INNML","67","Magdalla + INMDA","67","Mandvi + INMDV","67","Muldwarka + INMDK","67"
"121103","9754771","CONTAINER","JP NGO B/W","Nagoya + JPNGO","67","Ba Ngoi + name","59","Paranagua + BRPNG","53","Uno + JPUNO","53","Naoetsu + JPNAO","53"
"121162","8817083","DRY BULK","CDO_==.""=^","Cabedelo + BRCDO","67","Caucedo + name","55","Cordova + name","55","Bodo + name","50","Cabedelo + name","50"
"121213","8808044","DRY BULK","KR PTK OFF","Pyeong Taek + KRPTK","67","Port of Jose + name","55","Kotka + name","53","Okkye + KROKK","53","Mokpo + KRMOK","53"
"121312","8913502","TANKER","KHORFKN","Horsens + DKHOR","67","Horten + name","62","Korfez + name","62","Hoboken + name","57","Horsens + name","57"
"121381","9558098","TANKER","AEPB","RUWAIS + AERWP","67","Puerto Cabello + VEPBL","67","Bahia Las Minas + PAPBM","67","Halat al Mubarraz + AEMBS","67","Port Rashid + AEPRA","67"
"121483","9626699","TANKER","NWBS","Basuo + CNBSP","67","Walvis Bay + NAWVB","67","Baoshan + CNBSD","67","Basseterre + KNBAS","67","Newburgh + name","50"
"121595","9363742","OSV","VUNGTAU","Go Dau + VNGDA","67","Nghe Tinh + VNNGT","67","Tenau Kupang + name","63","Guanta + name","62","Juneau + name","62"
"121933","9407237","TANKER","AEPB","RUWAIS + AERWP","67","Puerto Cabello + VEPBL","67","Bahia Las Minas + PAPBM","67","Halat al Mubarraz + AEMBS","67","Port Rashid + AEPRA","67"
"121976","9330173","TANKER","JP NGO OFF","Nagoya + JPNGO","67","Uno + JPUNO","53","Naoetsu + JPNAO","53","Nagasaki + JPNGS","53","Ofunato + JPOFT","53"
"122028","9688453","OSV","ASL SIG","Shengjin + ALSHG","67","Aliaga + name","62","Ash Shihr + name","62","Bislig + name","62","Spring Bay + name","59"
"122170","8003632","OSV","TRUSTHORPE","Harlem + USHRE","67","Hopa + TRHOP","67","Studstrup + name","63","Bushire + name","59","Trieste + name","59"
"122393","9760574","TANKER","SG EBGC","Safaga + EGSGA","67","Bruges + BEBGS","67","Bing Bong + name","50","Dos Bocas + name","50","San Diego + name","50"
"122416","9331127","CONTAINER","CN TXG W/M","Tianjin Xingang + CNTXG","67","Mawan + CNMWN","53","Nantong + CNNTG","53","Shantou + CNSTG","53","Taixing + CNTAX","53"
"122452","9104562","DRY","UMMQASR","Marrero + USMAR","67","Marsaxlokk + MTMAR","67","Mariel + CUMAR","67","Guamare + name","57","Guaymas + name","57"
"122478","9593086","DRY BULK","JP KSM OFF","Kashima + JPKSM","67","Kamiiso (Jap) + name","57","Souma (Jap) + name","53","Hososhima + JPHSM","53","Sakaiminato + JPSMN","53"
"122559","9515424","TANKER","AEPC","RUWAIS + AERWP","67","Puerto La Cruz + VEPCZ","67","Punta Cardon + VEPCN","67","Puerto Chicama + PEPCH","67","Punta Camacho + VEPCA","67"
"122601","9266786","TANKER","JP TMK OFF","Tomakomai + JPTMK","67","Ofunato + JPOFT","67","Otake + JPOTK","67","Port of Jose + name","55","Souma (Jap) + name","53"
"122729","9628790","TANKER","AEPB","RUWAIS + AERWP","67","Puerto Cabello + VEPBL","67","Bahia Las Minas + PAPBM","67","Halat al Mubarraz + AEMBS","67","Port Rashid + AEPRA","67"
"122817","9554456","TANKER","JP WAK  OFF","Owase + JPOWA","67","Wakayama + JPWAK","67","Souma (Jap) + name","53","Osaka + JPOSA","53","Fushiki + JPFSK","53"
"123005","8220618","OSV","WOPL","Palenque + DOPAL","67","Sozopol + name","55","Gopalpur + name","50","Hopa + name","50","Hopewell + name","50"
"123090","9774733","DRY BULK","JP TMI OFF","Ofunato + JPOFT","67","Tsukumi + JPTMI","67","Poti + name","57","Tsurumi (Jap) + name","57","Port of Jose + name","55"
"123170","9462081","TANKER","AWPB","RUWAIS + AERWP","67","Bahia Las Minas + PAPBM","67","Lewisporte + CALWP","67","Barrow Island + AUBWB","67","Withnell Bay + AUWNB","67"
"123214","9315616","TANKER","AEPB","RUWAIS + AERWP","67","Puerto Cabello + VEPBL","67","Bahia Las Minas + PAPBM","67","Halat al Mubarraz + AEMBS","67","Port Rashid + AEPRA","67"
"123264","8313776","OSV","PENA NEGRA","Pennington + NGPEN","67","Alpena + name","62","Grenaa + name","62","Gretna + name","62","Ravena + name","62"
"123487","9648790","TANKER","AEPB","RUWAIS + AERWP","67","Puerto Cabello + VEPBL","67","Bahia Las Minas + PAPBM","67","Halat al Mubarraz + AEMBS","67","Port Rashid + AEPRA","67"
"123515","9396725","TANKER","SG AWPB","Puerto Belgrano + ARPBG","67","Abu Musa + name","53","Ambes + name","50","Gabes + name","50","Sarpsborg + name","50"
"123644","9273349","OSV","TMIB","Menzel Bourguiba + TNMBA","67","Groote Eylandt + AUMIB","67","Mailiao + TWMLI","67","Tsukumi + JPTMI","67","Mina Abdulla + KWMIB","67"
"123910","8520563","CONTAINER","VLDV","La Salina + VELSV","67","Punta Palmas del Sur + VEPLV","67","San Lorenzo, Venezuela + VESLV","67","Valdez + name","60","Vallvik + name","55"
"124196","8213914","OSV","PSD1","Port Said + EGPSD","67","Sendai + JPSDJ","67","Sakaide + JPSKD","67","Sodegaura + JPSDU","67","Pasadena + name","50"
"124402","9449821","CONTAINER","HKG OPL","Tolo Harbour + HKTOL","67","Okwori Opl 90 + name","60","Old Goa + name","57","Hopa + name","55","Kole + name","55"
"124501","9425277","TANKER","GORGON, AUS","New London + USGON","67","Orange + USORG","67","Paulsboro + name","63","Go Dau + name","62","Sorong + name","62"
"124533","9383340","TANKER","XIN HUI CN","Huizhou + CNHUI","67","Xinhui + CNXIN","67","Tin Can Island + name","58","Chin Men + name","56","Chungjin + name","56"
"124548","9710294","TANKER","JP KWS OFF","Kawasaki + JPKWS","67","Kamiiso (Jap) + name","57","Souma (Jap) + name","53","Kokura + JPKOK","53","Komatsushima + JPKOM","53"
"124726","9426570","DRY BULK","HK","Takoradi + 	GHTK","67","Hanko + name","57","Hakodate + JPHKD","57","Hakata + JPHKT","57","Himekawa + JPHMK","57"
"124733","9741982","CONTAINER","JP TYO B/W","Tokyo + JPTYO","67","Cape Town + name","53","Yawata + JPYWT","53","Tokuyama + JPTKY","53","Toyama + JPTOY","53"
"124827","9448865","TANKER","VUNGTAU","Go Dau + VNGDA","67","Nghe Tinh + VNNGT","67","Tenau Kupang + name","63","Guanta + name","62","Juneau + name","62"
"124918","9608049","TANKER","AEPB","RUWAIS + AERWP","67","Puerto Cabello + VEPBL","67","Bahia Las Minas + PAPBM","67","Halat al Mubarraz + AEMBS","67","Port Rashid + AEPRA","67"
"125009","9394492","TANKER","HK","Takoradi + 	GHTK","67","Hanko + name","57","Hakodate + JPHKD","57","Hakata + JPHKT","57","Himekawa + JPHMK","57"
"125087","9393979","OSV","AD DUQM","Dumai + IDDUM","67","Umm Qasr + name","53","Dumai + name","50","Madre De Deus  + name","50","Rauma + name","50"
"125392","9314416","TANKER","JP MUR OFF","Muroran + JPMUR","67","Uno + JPUNO","53","Rocky Point, Jamaica + JMROP","53","Moji + JPMOJ","53","Ofunato + JPOFT","53"
"125418","9495260","DRY BULK","JP MIZ  OFF","Mizushima + JPMIZ","67","Kamiiso (Jap) + name","57","Minamata + JPMIN","53","Shimizu, (Honshu), Japan + JPSMZ","53","Maizuru + JPMAI","53"
"125453","9493963","DRY","CN ZHE - CN ZOS","Zhoushan + CNZOS","67","Zhenjiang + CNZHE","67","Can Tho + name","59","Cangzhou + name","56","Changzhou + name","53"
"125523","9021100","OSV","OMISALJ","Malongo + AOMAL","67","Salaya + INSAL","67","Salerno + ITSAL","67","Salalah + OMSLL","67","Domsjo + name","62"
"125706","9529621","OSV","NAZAZAT","Coega + ZAZBA","67","Nacala + name","62","Zarate + name","62","St Nazaire + name","59","Onahama + name","57"
"125714","9515577","OSV","NMDC","Macun + CNMAC","67","Magdalla + INMDA","67","Manado + IDMDC","67","Mandvi + INMDV","67","Muldwarka + INMDK","67"
"125833","7105469","OSV","F","Degrad-des-Cannes +  GF  ","67","Fak-Fak + name","50","Fos + name","50","Faro + name","40","Safi + name","40"
"125957","9625073","OSV","MALU PP","Port Pirie + AUPPI","67","Tanger-Mediterranee + MA PT","67","Maltepe + name","57","St Malo + name","57","Male + name","55"
"125989","9350109","DRY BULK","JP SKM OFF","Fushiki + JPFSK","67","Fuku Shima + JPFKM","67","Shikama + JPSKM","67","Ogishima (Jap) + name","55","Siam Port + name","53"
"126003","9210000","DRY BULK","JP NGO OFF","Nagoya + JPNGO","67","Uno + JPUNO","53","Naoetsu + JPNAO","53","Nagasaki + JPNGS","53","Ofunato + JPOFT","53"
"126101","9370965","OSV","DOLPHIN","Rio Haina + DOHAI","67","Iligan + PHIGN","67","Gingook + PHGIN","67","Cochin + name","62","DALIAN + name","62"
"126148","9834662","TANKER","AEPB","RUWAIS + AERWP","67","Puerto Cabello + VEPBL","67","Bahia Las Minas + PAPBM","67","Halat al Mubarraz + AEMBS","67","Port Rashid + AEPRA","67"
"126215","9269099","OSV","HEIDRUN","Buatan + IDBUN","67","Port Est; Reunion Port + RERUN","67","Beirut + name","62","Hareid + name","62","Henderson + name","62"
"126219","8124498","DRY BULK","OYSTESE","Steinkjer + NOSTE","67","Sodertalje + SESOE","67","Stenungsund + SESTE","67","Skelleftehamn + SESKE","67","Sandarne + SESAE","67"
